date,blood_group,units_requested,day_of_week,month,is_weekend
2025-04-15,B+,26,1,4,0
2025-04-16,B+,34,2,4,0
2025-04-17,B+,22,3,4,0
2025-04-18,B+,28,4,4,0
2025-04-19,B+,16,5,4,1
2025-04-20,B+,19,6,4,1
2025-04-21,B+,34,0,4,0
2025-04-22,B+,28,1,4,0
2025-04-23,B+,29,2,4,0
2025-04-24,B+,26,3,4,0
2025-04-25,B+,37,4,4,0
2025-04-26,B+,16,5,4,1
2025-04-27,B+,13,6,4,1
2025-04-28,B+,33,0,4,0
2025-04-29,B+,24,1,4,0
2025-04-30,B+,28,2,4,0
2025-05-01,B+,28,3,5,0
2025-05-02,B+,23,4,5,0
2025-05-03,B+,25,5,5,1
2025-05-04,B+,17,6,5,1
2025-05-05,B+,19,0,5,0
2025-05-06,B+,12,1,5,0
2025-05-07,B+,23,2,5,0
2025-05-08,B+,13,3,5,0
2025-05-09,B+,23,4,5,0
2025-05-10,B+,22,5,5,1
2025-05-11,B+,16,6,5,1
2025-05-12,B+,22,0,5,0
2025-05-13,B+,25,1,5,0
2025-05-14,B+,24,2,5,0
2025-05-15,B+,26,3,5,0
2025-05-16,B+,21,4,5,0
2025-05-17,B+,7,5,5,1
2025-05-18,B+,21,6,5,1
2025-05-19,B+,21,0,5,0
2025-05-20,B+,18,1,5,0
2025-05-21,B+,23,2,5,0
2025-05-22,B+,22,3,5,0
2025-05-23,B+,19,4,5,0
2025-05-24,B+,11,5,5,1
2025-05-25,B+,18,6,5,1
2025-05-26,B+,18,0,5,0
2025-05-27,B+,22,1,5,0
2025-05-28,B+,23,2,5,0
2025-05-29,B+,25,3,5,0
2025-05-30,B+,30,4,5,0
2025-05-31,B+,17,5,5,1
2025-06-01,B+,14,6,6,1
2025-06-02,B+,28,0,6,0
2025-06-03,B+,26,1,6,0
2025-06-04,B+,22,2,6,0
2025-06-05,B+,22,3,6,0
2025-06-06,B+,22,4,6,0
2025-06-07,B+,17,5,6,1
2025-06-08,B+,16,6,6,1
2025-06-09,B+,18,0,6,0
2025-06-10,B+,22,1,6,0
2025-06-11,B+,28,2,6,0
2025-06-12,B+,18,3,6,0
2025-06-13,B+,20,4,6,0
2025-06-14,B+,12,5,6,1
2025-06-15,B+,21,6,6,1
2025-06-16,B+,25,0,6,0
2025-06-17,B+,16,1,6,0
2025-06-18,B+,14,2,6,0
2025-06-19,B+,25,3,6,0
2025-06-20,B+,16,4,6,0
2025-06-21,B+,19,5,6,1
2025-06-22,B+,13,6,6,1
2025-06-23,B+,24,0,6,0
2024-01-01,B-,4,0,1,0
2024-01-02,B-,4,1,1,0
2024-01-03,B-,3,2,1,0
2024-01-04,B-,4,3,1,0
2024-01-05,B-,3,4,1,0
2024-01-06,B-,4,5,1,1
2024-01-07,B-,2,6,1,1
2024-01-08,B-,4,0,1,0
2024-01-09,B-,4,1,1,0
2024-01-10,B-,4,2,1,0
2024-01-11,B-,3,3,1,0
2024-01-12,B-,4,4,1,0
2024-01-13,B-,1,5,1,1
2024-01-14,B-,2,6,1,1
2024-01-15,B-,3,0,1,0
2024-01-16,B-,4,1,1,0
2024-01-17,B-,5,2,1,0
2024-01-18,B-,3,3,1,0
2024-01-19,B-,5,4,1,0
2024-01-20,B-,2,5,1,1
2024-01-21,B-,2,6,1,1
2024-01-22,B-,3,0,1,0
2024-01-23,B-,4,1,1,0
2024-01-24,B-,4,2,1,0
2024-01-25,B-,4,3,1,0
2024-01-26,B-,4,4,1,0
2024-01-27,B-,3,5,1,1
2024-01-28,B-,3,6,1,1
2024-01-29,B-,5,0,1,0
2024-01-30,B-,4,1,1,0
2024-01-31,B-,5,2,1,0
2024-02-01,B-,4,3,2,0
2024-02-02,B-,4,4,2,0
2024-02-03,B-,3,5,2,1
2024-02-04,B-,0,6,2,1
2024-02-05,B-,3,0,2,0
2024-02-06,B-,3,1,2,0
2024-02-07,B-,5,2,2,0
2024-02-08,B-,3,3,2,0
2024-02-09,B-,3,4,2,0
2024-02-10,B-,2,5,2,1
2024-02-11,B-,2,6,2,1
2024-02-12,B-,3,0,2,0
2024-02-13,B-,4,1,2,0
2024-02-14,B-,2,2,2,0
2024-02-15,B-,4,3,2,0
2024-02-16,B-,3,4,2,0
2024-02-17,B-,3,5,2,1
2024-02-18,B-,3,6,2,1
2024-02-19,B-,2,0,2,0
2024-02-20,B-,3,1,2,0
2024-02-21,B-,4,2,2,0
2024-02-22,B-,3,3,2,0
2024-02-23,B-,4,4,2,0
2024-02-24,B-,2,5,2,1
2024-02-25,B-,3,6,2,1
2024-02-26,B-,4,0,2,0
2024-02-27,B-,3,1,2,0
2024-02-28,B-,4,2,2,0
2024-02-29,B-,3,3,2,0
2024-03-01,B-,5,4,3,0
2024-03-02,B-,5,5,3,1
2024-03-03,B-,3,6,3,1
2024-03-04,B-,4,0,3,0
2024-03-05,B-,5,1,3,0
2024-03-06,B-,5,2,3,0
2024-03-07,B-,4,3,3,0
2024-03-08,B-,4,4,3,0
2024-03-09,B-,4,5,3,1
2024-03-10,B-,4,6,3,1
2024-03-11,B-,4,0,3,0
2024-03-12,B-,4,1,3,0
2024-03-13,B-,4,2,3,0
2024-03-14,B-,3,3,3,0
2024-03-15,B-,5,4,3,0
2024-03-16,B-,4,5,3,1
2024-03-17,B-,3,6,3,1
2024-03-18,B-,4,0,3,0
2024-03-19,B-,5,1,3,0
2024-03-20,B-,5,2,3,0
2024-03-21,B-,4,3,3,0
2024-03-22,B-,5,4,3,0
2024-03-23,B-,3,5,3,1
2024-03-24,B-,3,6,3,1
2024-03-25,B-,4,0,3,0
2024-03-26,B-,4,1,3,0
2024-03-27,B-,4,2,3,0
2024-03-28,B-,4,3,3,0
2024-03-29,B-,5,4,3,0
2024-03-30,B-,4,5,3,1
2024-03-31,B-,3,6,3,1
2024-04-01,B-,5,0,4,0
2024-04-02,B-,4,1,4,0
2024-04-03,B-,4,2,4,0
2024-04-04,B-,4,3,4,0
2024-04-05,B-,5,4,4,0
2024-04-06,B-,4,5,4,1
2024-04-07,B-,3,6,4,1
2024-04-08,B-,3,0,4,0
2024-04-09,B-,5,1,4,0
2024-04-10,B-,3,2,4,0
2024-04-11,B-,3,3,4,0
2024-04-12,B-,3,4,4,0
2024-04-13,B-,3,5,4,1
2024-04-14,B-,4,6,4,1
2024-04-15,B-,4,0,4,0
2024-04-16,B-,4,1,4,0
2024-04-17,B-,4,2,4,0
2024-04-18,B-,5,3,4,0
2024-04-19,B-,5,4,4,0
2024-04-20,B-,3,5,4,1
2024-04-21,B-,2,6,4,1
2024-04-22,B-,4,0,4,0
2024-04-23,B-,6,1,4,0
2024-04-24,B-,3,2,4,0
2024-04-25,B-,5,3,4,0
2024-04-26,B-,6,4,4,0
2024-04-27,B-,3,5,4,1
2024-04-28,B-,4,6,4,1
2024-04-29,B-,4,0,4,0
2024-04-30,B-,3,1,4,0
2024-05-01,B-,3,2,5,0
2024-05-02,B-,3,3,5,0
2024-05-03,B-,2,4,5,0
2024-05-04,B-,2,5,5,1
2024-05-05,B-,3,6,5,1
2024-05-06,B-,3,0,5,0
2024-05-07,B-,3,1,5,0
2024-05-08,B-,4,2,5,0
2024-05-09,B-,3,3,5,0
2024-05-10,B-,4,4,5,0
2024-05-11,B-,1,5,5,1
2024-05-12,B-,2,6,5,1
2024-05-13,B-,3,0,5,0
2024-05-14,B-,4,1,5,0
2024-05-15,B-,3,2,5,0
2024-05-16,B-,3,3,5,0
2024-05-17,B-,4,4,5,0
2024-05-18,B-,3,5,5,1
2024-05-19,B-,2,6,5,1
2024-05-20,B-,3,0,5,0
2024-05-21,B-,4,1,5,0
2024-05-22,B-,3,2,5,0
2024-05-23,B-,4,3,5,0
2024-05-24,B-,3,4,5,0
2024-05-25,B-,4,5,5,1
2024-05-26,B-,3,6,5,1
2024-05-27,B-,4,0,5,0
2024-05-28,B-,3,1,5,0
2024-05-29,B-,4,2,5,0
2024-05-30,B-,4,3,5,0
2024-05-31,B-,4,4,5,0
2024-06-01,B-,2,5,6,1
2024-06-02,B-,3,6,6,1
2024-06-03,B-,2,0,6,0
2024-06-04,B-,5,1,6,0
2024-06-05,B-,3,2,6,0
2024-06-06,B-,3,3,6,0
2024-06-07,B-,3,4,6,0
2024-06-08,B-,3,5,6,1
2024-06-09,B-,3,6,6,1
2024-06-10,B-,3,0,6,0
2024-06-11,B-,2,1,6,0
2024-06-12,B-,3,2,6,0
2024-06-13,B-,4,3,6,0
2024-06-14,B-,4,4,6,0
2024-06-15,B-,2,5,6,1
2024-06-16,B-,2,6,6,1
2024-06-17,B-,2,0,6,0
2024-06-18,B-,4,1,6,0
2024-06-19,B-,2,2,6,0
2024-06-20,B-,3,3,6,0
2024-06-21,B-,3,4,6,0
2024-06-22,B-,3,5,6,1
2024-06-23,B-,3,6,6,1
2024-06-24,B-,3,0,6,0
2024-06-25,B-,4,1,6,0
2024-06-26,B-,2,2,6,0
2024-06-27,B-,3,3,6,0
2024-06-28,B-,3,4,6,0
2024-06-29,B-,3,5,6,1
2024-06-30,B-,3,6,6,1
2024-07-01,B-,4,0,7,0
2024-07-02,B-,3,1,7,0
2024-07-03,B-,4,2,7,0
2024-07-04,B-,3,3,7,0
2024-07-05,B-,3,4,7,0
2024-07-06,B-,2,5,7,1
2024-07-07,B-,2,6,7,1
2024-07-08,B-,4,0,7,0
2024-07-09,B-,3,1,7,0
2024-07-10,B-,3,2,7,0
2024-07-11,B-,3,3,7,0
2024-07-12,B-,4,4,7,0
2024-07-13,B-,1,5,7,1
2024-07-14,B-,2,6,7,1
2024-07-15,B-,5,0,7,0
2024-07-16,B-,3,1,7,0
2024-07-17,B-,4,2,7,0
2024-07-18,B-,4,3,7,0
2024-07-19,B-,3,4,7,0
2024-07-20,B-,1,5,7,1
2024-07-21,B-,2,6,7,1
2024-07-22,B-,3,0,7,0
2024-07-23,B-,4,1,7,0
2024-07-24,B-,4,2,7,0
2024-07-25,B-,3,3,7,0
2024-07-26,B-,3,4,7,0
2024-07-27,B-,3,5,7,1
2024-07-28,B-,3,6,7,1
2024-07-29,B-,3,0,7,0
2024-07-30,B-,5,1,7,0
2024-07-31,B-,4,2,7,0
2024-08-01,B-,4,3,8,0
2024-08-02,B-,3,4,8,0
2024-08-03,B-,2,5,8,1
2024-08-04,B-,3,6,8,1
2024-08-05,B-,3,0,8,0
2024-08-06,B-,4,1,8,0
2024-08-07,B-,2,2,8,0
2024-08-08,B-,3,3,8,0
2024-08-09,B-,3,4,8,0
2024-08-10,B-,3,5,8,1
2024-08-11,B-,2,6,8,1
2024-08-12,B-,2,0,8,0
2024-08-13,B-,4,1,8,0
2024-08-14,B-,3,2,8,0
2024-08-15,B-,2,3,8,0
2024-08-16,B-,2,4,8,0
2024-08-17,B-,2,5,8,1
2024-08-18,B-,2,6,8,1
2024-08-19,B-,5,0,8,0
2024-08-20,B-,3,1,8,0
2024-08-21,B-,4,2,8,0
2024-08-22,B-,2,3,8,0
2024-08-23,B-,4,4,8,0
2024-08-24,B-,4,5,8,1
2024-08-25,B-,3,6,8,1
2024-08-26,B-,3,0,8,0
2024-08-27,B-,4,1,8,0
2024-08-28,B-,4,2,8,0
2024-08-29,B-,4,3,8,0
2024-08-30,B-,3,4,8,0
2024-08-31,B-,3,5,8,1
2024-09-01,B-,2,6,9,1
2024-09-02,B-,4,0,9,0
2024-09-03,B-,4,1,9,0
2024-09-04,B-,4,2,9,0
2024-09-05,B-,3,3,9,0
2024-09-06,B-,3,4,9,0
2024-09-07,B-,3,5,9,1
2024-09-08,B-,2,6,9,1
2024-09-09,B-,3,0,9,0
2024-09-10,B-,3,1,9,0
2024-09-11,B-,3,2,9,0
2024-09-12,B-,4,3,9,0
2024-09-13,B-,5,4,9,0
2024-09-14,B-,1,5,9,1
2024-09-15,B-,2,6,9,1
2024-09-16,B-,3,0,9,0
2024-09-17,B-,4,1,9,0
2024-09-18,B-,3,2,9,0
2024-09-19,B-,3,3,9,0
2024-09-20,B-,3,4,9,0
2024-09-21,B-,2,5,9,1
2024-09-22,B-,3,6,9,1
2024-09-23,B-,4,0,9,0
2024-09-24,B-,4,1,9,0
2024-09-25,B-,3,2,9,0
2024-09-26,B-,5,3,9,0
2024-09-27,B-,3,4,9,0
2024-09-28,B-,3,5,9,1
2024-09-29,B-,2,6,9,1
2024-09-30,B-,3,0,9,0
2024-10-01,B-,4,1,10,0
2024-10-02,B-,4,2,10,0
2024-10-03,B-,5,3,10,0
2024-10-04,B-,4,4,10,0
2024-10-05,B-,3,5,10,1
2024-10-06,B-,3,6,10,1
2024-10-07,B-,4,0,10,0
2024-10-08,B-,3,1,10,0
2024-10-09,B-,4,2,10,0
2024-10-10,B-,4,3,10,0
2024-10-11,B-,5,4,10,0
2024-10-12,B-,1,5,10,1
2024-10-13,B-,1,6,10,1
2024-10-14,B-,4,0,10,0
2024-10-15,B-,3,1,10,0
2024-10-16,B-,2,2,10,0
2024-10-17,B-,2,3,10,0
2024-10-18,B-,5,4,10,0
2024-10-19,B-,3,5,10,1
2024-10-20,B-,2,6,10,1
2024-10-21,B-,3,0,10,0
2024-10-22,B-,4,1,10,0
2024-10-23,B-,4,2,10,0
2024-10-24,B-,3,3,10,0
2024-10-25,B-,3,4,10,0
2024-10-26,B-,3,5,10,1
2024-10-27,B-,2,6,10,1
2024-10-28,B-,3,0,10,0
2024-10-29,B-,4,1,10,0
2024-10-30,B-,2,2,10,0
2024-10-31,B-,4,3,10,0
2024-11-01,B-,4,4,11,0
2024-11-02,B-,2,5,11,1
2024-11-03,B-,1,6,11,1
2024-11-04,B-,3,0,11,0
2024-11-05,B-,4,1,11,0
2024-11-06,B-,4,2,11,0
2024-11-07,B-,5,3,11,0
2024-11-08,B-,4,4,11,0
2024-11-09,B-,1,5,11,1
2024-11-10,B-,2,6,11,1
2024-11-11,B-,3,0,11,0
2024-11-12,B-,3,1,11,0
2024-11-13,B-,5,2,11,0
2024-11-14,B-,4,3,11,0
2024-11-15,B-,3,4,11,0
2024-11-16,B-,3,5,11,1
2024-11-17,B-,2,6,11,1
2024-11-18,B-,2,0,11,0
2024-11-19,B-,3,1,11,0
2024-11-20,B-,4,2,11,0
2024-11-21,B-,4,3,11,0
2024-11-22,B-,5,4,11,0
2024-11-23,B-,3,5,11,1
2024-11-24,B-,3,6,11,1
2024-11-25,B-,4,0,11,0
2024-11-26,B-,4,1,11,0
2024-11-27,B-,4,2,11,0
2024-11-28,B-,4,3,11,0
2024-11-29,B-,4,4,11,0
2024-11-30,B-,2,5,11,1
2024-12-01,B-,1,6,12,1
2024-12-02,B-,4,0,12,0
2024-12-03,B-,4,1,12,0
2024-12-04,B-,3,2,12,0
2024-12-05,B-,3,3,12,0
2024-12-06,B-,4,4,12,0
2024-12-07,B-,3,5,12,1
2024-12-08,B-,3,6,12,1
2024-12-09,B-,3,0,12,0
2024-12-10,B-,3,1,12,0
2024-12-11,B-,4,2,12,0
2024-12-12,B-,4,3,12,0
2024-12-13,B-,5,4,12,0
2024-12-14,B-,3,5,12,1
2024-12-15,B-,3,6,12,1
2024-12-16,B-,4,0,12,0
2024-12-17,B-,3,1,12,0
2024-12-18,B-,5,2,12,0
2024-12-19,B-,3,3,12,0
2024-12-20,B-,4,4,12,0
2024-12-21,B-,3,5,12,1
2024-12-22,B-,3,6,12,1
2024-12-23,B-,5,0,12,0
2024-12-24,B-,4,1,12,0
2024-12-25,B-,4,2,12,0
2024-12-26,B-,4,3,12,0
2024-12-27,B-,5,4,12,0
2024-12-28,B-,4,5,12,1
2024-12-29,B-,3,6,12,1
2024-12-30,B-,4,0,12,0
2024-12-31,B-,3,1,12,0
2025-01-01,B-,4,2,1,0
2025-01-02,B-,4,3,1,0
2025-01-03,B-,5,4,1,0
2025-01-04,B-,3,5,1,1
2025-01-05,B-,3,6,1,1
2025-01-06,B-,5,0,1,0
2025-01-07,B-,4,1,1,0
2025-01-08,B-,5,2,1,0
2025-01-09,B-,5,3,1,0
2025-01-10,B-,4,4,1,0
2025-01-11,B-,3,5,1,1
2025-01-12,B-,3,6,1,1
2025-01-13,B-,3,0,1,0
2025-01-14,B-,4,1,1,0
2025-01-15,B-,4,2,1,0
2025-01-16,B-,4,3,1,0
2025-01-17,B-,3,4,1,0
2025-01-18,B-,2,5,1,1
2025-01-19,B-,2,6,1,1
2025-01-20,B-,4,0,1,0
2025-01-21,B-,3,1,1,0
2025-01-22,B-,4,2,1,0
2025-01-23,B-,5,3,1,0
2025-01-24,B-,5,4,1,0
2025-01-25,B-,3,5,1,1
2025-01-26,B-,4,6,1,1
2025-01-27,B-,3,0,1,0
2025-01-28,B-,4,1,1,0
2025-01-29,B-,3,2,1,0
2025-01-30,B-,5,3,1,0
2025-01-31,B-,5,4,1,0
2025-02-01,B-,2,5,2,1
2025-02-02,B-,1,6,2,1
2025-02-03,B-,3,0,2,0
2025-02-04,B-,3,1,2,0
2025-02-05,B-,3,2,2,0
2025-02-06,B-,3,3,2,0
2025-02-07,B-,4,4,2,0
2025-02-08,B-,3,5,2,1
2025-02-09,B-,1,6,2,1
2025-02-10,B-,3,0,2,0
2025-02-11,B-,4,1,2,0
2025-02-12,B-,3,2,2,0
2025-02-13,B-,4,3,2,0
2025-02-14,B-,3,4,2,0
2025-02-15,B-,2,5,2,1
2025-02-16,B-,2,6,2,1
2025-02-17,B-,4,0,2,0
2025-02-18,B-,3,1,2,0
2025-02-19,B-,2,2,2,0
2025-02-20,B-,4,3,2,0
2025-02-21,B-,3,4,2,0
2025-02-22,B-,1,5,2,1
2025-02-23,B-,3,6,2,1
2025-02-24,B-,3,0,2,0
2025-02-25,B-,3,1,2,0
2025-02-26,B-,4,2,2,0
2025-02-27,B-,4,3,2,0
2025-02-28,B-,4,4,2,0
2025-03-01,B-,3,5,3,1
2025-03-02,B-,2,6,3,1
2025-03-03,B-,5,0,3,0
2025-03-04,B-,5,1,3,0
2025-03-05,B-,4,2,3,0
2025-03-06,B-,4,3,3,0
2025-03-07,B-,4,4,3,0
2025-03-08,B-,3,5,3,1
2025-03-09,B-,4,6,3,1
2025-03-10,B-,3,0,3,0
2025-03-11,B-,3,1,3,0
2025-03-12,B-,3,2,3,0
2025-03-13,B-,4,3,3,0
2025-03-14,B-,5,4,3,0
2025-03-15,B-,3,5,3,1
2025-03-16,B-,3,6,3,1
2025-03-17,B-,5,0,3,0
2025-03-18,B-,4,1,3,0
2025-03-19,B-,5,2,3,0
2025-03-20,B-,5,3,3,0
2025-03-21,B-,4,4,3,0
2025-03-22,B-,3,5,3,1
2025-03-23,B-,3,6,3,1
2025-03-24,B-,5,0,3,0
2025-03-25,B-,4,1,3,0
2025-03-26,B-,5,2,3,0
2025-03-27,B-,3,3,3,0
2025-03-28,B-,5,4,3,0
2025-03-29,B-,4,5,3,1
2025-03-30,B-,3,6,3,1
2025-03-31,B-,5,0,3,0
2025-04-01,B-,4,1,4,0
2025-04-02,B-,4,2,4,0
2025-04-03,B-,6,3,4,0
2025-04-04,B-,4,4,4,0
2025-04-05,B-,4,5,4,1
2025-04-06,B-,4,6,4,1
2025-04-07,B-,5,0,4,0
2025-04-08,B-,5,1,4,0
2025-04-09,B-,5,2,4,0
2025-04-10,B-,5,3,4,0
2025-04-11,B-,5,4,4,0
2025-04-12,B-,3,5,4,1
2025-04-13,B-,2,6,4,1
2025-04-14,B-,5,0,4,0
2025-04-15,B-,5,1,4,0
2025-04-16,B-,4,2,4,0
2025-04-17,B-,4,3,4,0
2025-04-18,B-,5,4,4,0
2025-04-19,B-,4,5,4,1
2025-04-20,B-,2,6,4,1
2025-04-21,B-,5,0,4,0
2025-04-22,B-,4,1,4,0
2025-04-23,B-,4,2,4,0
2025-04-24,B-,4,3,4,0
2025-04-25,B-,4,4,4,0
2025-04-26,B-,3,5,4,1
2025-04-27,B-,3,6,4,1
2025-04-28,B-,5,0,4,0
2025-04-29,B-,3,1,4,0
2025-04-30,B-,5,2,4,0
2025-05-01,B-,4,3,5,0
2025-05-02,B-,2,4,5,0
2025-05-03,B-,4,5,5,1
2025-05-04,B-,3,6,5,1
2025-05-05,B-,4,0,5,0
2025-05-06,B-,4,1,5,0
2025-05-07,B-,4,2,5,0
2025-05-08,B-,3,3,5,0
2025-05-09,B-,4,4,5,0
2025-05-10,B-,1,5,5,1
2025-05-11,B-,3,6,5,1
2025-05-12,B-,5,0,5,0
2025-05-13,B-,3,1,5,0
2025-05-14,B-,4,2,5,0
2025-05-15,B-,5,3,5,0
2025-05-16,B-,4,4,5,0
2025-05-17,B-,3,5,5,1
2025-05-18,B-,1,6,5,1
2025-05-19,B-,3,0,5,0
2025-05-20,B-,5,1,5,0
2025-05-21,B-,4,2,5,0
2025-05-22,B-,4,3,5,0
2025-05-23,B-,3,4,5,0
2025-05-24,B-,3,5,5,1
2025-05-25,B-,4,6,5,1
2025-05-26,B-,3,0,5,0
2025-05-27,B-,4,1,5,0
2025-05-28,B-,4,2,5,0
2025-05-29,B-,3,3,5,0
2025-05-30,B-,3,4,5,0
2025-05-31,B-,4,5,5,1
2025-06-01,B-,3,6,6,1
2025-06-02,B-,3,0,6,0
2025-06-03,B-,3,1,6,0
2025-06-04,B-,3,2,6,0
2025-06-05,B-,4,3,6,0
2025-06-06,B-,3,4,6,0
2025-06-07,B-,2,5,6,1
2025-06-08,B-,3,6,6,1
2025-06-09,B-,2,0,6,0
2025-06-10,B-,3,1,6,0
2025-06-11,B-,3,2,6,0
2025-06-12,B-,3,3,6,0
2025-06-13,B-,3,4,6,0
2025-06-14,B-,2,5,6,1
2025-06-15,B-,3,6,6,1
2025-06-16,B-,3,0,6,0
2025-06-17,B-,4,1,6,0
2025-06-18,B-,3,2,6,0
2025-06-19,B-,3,3,6,0
2025-06-20,B-,4,4,6,0
2025-06-21,B-,2,5,6,1
2025-06-22,B-,3,6,6,1
2025-06-23,B-,3,0,6,0
2024-01-01,O+,48,0,1,0
2024-01-02,O+,36,1,1,0
2024-01-03,O+,36,2,1,0
2024-01-04,O+,30,3,1,0
2024-01-05,O+,38,4,1,0
2024-01-06,O+,29,5,1,1
2024-01-07,O+,31,6,1,1
2024-01-08,O+,46,0,1,0
2024-01-09,O+,46,1,1,0
2024-01-10,O+,49,2,1,0
2024-01-11,O+,35,3,1,0
2024-01-12,O+,42,4,1,0
2024-01-13,O+,24,5,1,1
2024-01-14,O+,34,6,1,1
2024-01-15,O+,54,0,1,0
2024-01-16,O+,33,1,1,0
2024-01-17,O+,46,2,1,0
2024-01-18,O+,48,3,1,0
2024-01-19,O+,35,4,1,0
2024-01-20,O+,34,5,1,1
2024-01-21,O+,28,6,1,1
2024-01-22,O+,40,0,1,0
2024-01-23,O+,39,1,1,0
2024-01-24,O+,40,2,1,0
2024-01-25,O+,49,3,1,0
2024-01-26,O+,41,4,1,0
2024-01-27,O+,27,5,1,1
2024-01-28,O+,31,6,1,1
2024-01-29,O+,27,0,1,0
2024-01-30,O+,36,1,1,0
2024-01-31,O+,50,2,1,0
2024-02-01,O+,37,3,2,0
2024-02-02,O+,34,4,2,0
2024-02-03,O+,29,5,2,1
2024-02-04,O+,33,6,2,1
2024-02-05,O+,47,0,2,0
2024-02-06,O+,34,1,2,0
2024-02-07,O+,35,2,2,0
2024-02-08,O+,36,3,2,0
2024-02-09,O+,45,4,2,0
2024-02-10,O+,28,5,2,1
2024-02-11,O+,43,6,2,1
2024-02-12,O+,36,0,2,0
2024-02-13,O+,50,1,2,0
2024-02-14,O+,31,2,2,0
2024-02-15,O+,28,3,2,0
2024-02-16,O+,37,4,2,0
2024-02-17,O+,36,5,2,1
2024-02-18,O+,25,6,2,1
2024-02-19,O+,33,0,2,0
2024-02-20,O+,45,1,2,0
2024-02-21,O+,42,2,2,0
2024-02-22,O+,32,3,2,0
2024-02-23,O+,32,4,2,0
2024-02-24,O+,34,5,2,1
2024-02-25,O+,17,6,2,1
2024-02-26,O+,45,0,2,0
2024-02-27,O+,42,1,2,0
2024-02-28,O+,22,2,2,0
2024-02-29,O+,38,3,2,0
2024-03-01,O+,32,4,3,0
2024-03-02,O+,25,5,3,1
2024-03-03,O+,30,6,3,1
2024-03-04,O+,36,0,3,0
2024-03-05,O+,60,1,3,0
2024-03-06,O+,51,2,3,0
2024-03-07,O+,54,3,3,0
2024-03-08,O+,44,4,3,0
2024-03-09,O+,34,5,3,1
2024-03-10,O+,45,6,3,1
2024-03-11,O+,48,0,3,0
2024-03-12,O+,49,1,3,0
2024-03-13,O+,39,2,3,0
2024-03-14,O+,39,3,3,0
2024-03-15,O+,47,4,3,0
2024-03-16,O+,36,5,3,1
2024-03-17,O+,27,6,3,1
2024-03-18,O+,48,0,3,0
2024-03-19,O+,37,1,3,0
2024-03-20,O+,45,2,3,0
2024-03-21,O+,35,3,3,0
2024-03-22,O+,54,4,3,0
2024-03-23,O+,32,5,3,1
2024-03-24,O+,29,6,3,1
2024-03-25,O+,37,0,3,0
2024-03-26,O+,37,1,3,0
2024-03-27,O+,48,2,3,0
2024-03-28,O+,52,3,3,0
2024-03-29,O+,51,4,3,0
2024-03-30,O+,43,5,3,1
2024-03-31,O+,46,6,3,1
2024-04-01,O+,52,0,4,0
2024-04-02,O+,42,1,4,0
2024-04-03,O+,46,2,4,0
2024-04-04,O+,30,3,4,0
2024-04-05,O+,49,4,4,0
2024-04-06,O+,35,5,4,1
2024-04-07,O+,45,6,4,1
2024-04-08,O+,40,0,4,0
2024-04-09,O+,49,1,4,0
2024-04-10,O+,38,2,4,0
2024-04-11,O+,44,3,4,0
2024-04-12,O+,34,4,4,0
2024-04-13,O+,43,5,4,1
2024-04-14,O+,41,6,4,1
2024-04-15,O+,42,0,4,0
2024-04-16,O+,47,1,4,0
2024-04-17,O+,45,2,4,0
2024-04-18,O+,41,3,4,0
2024-04-19,O+,46,4,4,0
2024-04-20,O+,31,5,4,1
2024-04-21,O+,40,6,4,1
2024-04-22,O+,44,0,4,0
2024-04-23,O+,61,1,4,0
2024-04-24,O+,45,2,4,0
2024-04-25,O+,46,3,4,0
2024-04-26,O+,49,4,4,0
2024-04-27,O+,39,5,4,1
2024-04-28,O+,34,6,4,1
2024-04-29,O+,49,0,4,0
2024-04-30,O+,46,1,4,0
2024-05-01,O+,32,2,5,0
2024-05-02,O+,30,3,5,0
2024-05-03,O+,42,4,5,0
2024-05-04,O+,38,5,5,1
2024-05-05,O+,17,6,5,1
2024-05-06,O+,28,0,5,0
2024-05-07,O+,28,1,5,0
2024-05-08,O+,43,2,5,0
2024-05-09,O+,43,3,5,0
2024-05-10,O+,31,4,5,0
2024-05-11,O+,43,5,5,1
2024-05-12,O+,25,6,5,1
2024-05-13,O+,47,0,5,0
2024-05-14,O+,43,1,5,0
2024-05-15,O+,31,2,5,0
2024-05-16,O+,35,3,5,0
2024-05-17,O+,32,4,5,0
2024-05-18,O+,19,5,5,1
2024-05-19,O+,26,6,5,1
2024-05-20,O+,29,0,5,0
2024-05-21,O+,36,1,5,0
2024-05-22,O+,51,2,5,0
2024-05-23,O+,42,3,5,0
2024-05-24,O+,34,4,5,0
2024-05-25,O+,24,5,5,1
2024-05-26,O+,25,6,5,1
2024-05-27,O+,52,0,5,0
2024-05-28,O+,30,1,5,0
2024-05-29,O+,37,2,5,0
2024-05-30,O+,41,3,5,0
2024-05-31,O+,46,4,5,0
2024-06-01,O+,26,5,6,1
2024-06-02,O+,21,6,6,1
2024-06-03,O+,39,0,6,0
2024-06-04,O+,46,1,6,0
2024-06-05,O+,36,2,6,0
2024-06-06,O+,32,3,6,0
2024-06-07,O+,38,4,6,0
2024-06-08,O+,17,5,6,1
2024-06-09,O+,27,6,6,1
2024-06-10,O+,46,0,6,0
2024-06-11,O+,43,1,6,0
2024-06-12,O+,37,2,6,0
2024-06-13,O+,49,3,6,0
2024-06-14,O+,51,4,6,0
